tag,mark_file,mark_data_project,mark_site,mark_date,release_site,release_date,species_code,species_name,run_code,run_name,rear_type_code,rear_type_name,length,mark_count
3D9.1C2E0B9C4B,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/6/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,540,1
3D9.1C2E0B9CB6,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/7/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,750,1
3D9.1C2E0B9D69,CGS-2017-272-MBL.xml,CGS - Charles Snow Projects,METHR - Methow River,9/29/2017,"LOSTR - Lost River, Methow River Basin",9/29/2017,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,193,1
3D9.1C2E0BA2AB,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/1/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
3D9.1C2E0BA300,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/7/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,1
3D9.1C2E0BA3A4,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),6/29/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,1
3D9.1C2E0BA559,CGS-2023-045-001.xml,CGS - Charles Snow Projects,METHR - Methow River,2/16/2023,METHR - Methow River,2/16/2023,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,480,1
3D9.1C2E0BA56F,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/9/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,650,1
3D9.1C2E0BA58D,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/8/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,690,1
3D9.1C2E0BA5EE,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/3/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
3D9.1C2E0BA603,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/1/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,1
3D9.1C2E0BA60C,CGS-2020-042-HL1.xml,CGS - Charles Snow Projects,METHR - Methow River,2/4/2021,METHR - Methow River,2/4/2021,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,480,1
3D9.1C2E0BA636,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/2/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,750,1
3D9.1C2E0BA706,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/16/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,800,1
3D9.1C2E0BA822,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/12/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
3D9.1C2E0BA840,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/11/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,720,1
3D9.1C2E0BA8D7,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/2/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,1
3D9.1C2E0BA93D,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/8/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,540,1
3D9.1C2E0BAA16,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/13/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,0,1
3D9.1C2E0BAA50,CGS-2020-042-HL1.xml,CGS - Charles Snow Projects,METHR - Methow River,3/15/2021,METHR - Methow River,3/15/2021,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
3D9.1C2E0BAA95,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/1/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,1
3D9.1C2E0BAB23,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/13/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,500,1
3D9.1C2E0BAFF2,CGS-2020-042-HL1.xml,CGS - Charles Snow Projects,METHR - Methow River,3/8/2021,METHR - Methow River,3/8/2021,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
3D9.1C2E0BB033,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/24/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
3D9.1C2E0BB142,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/2/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,1
3D9.1C2E0BB3E2,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/10/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,1
3D9.1C2E0BB5CE,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/8/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,730,1
3D9.1C2E0BB5E8,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,72,1
3D9.1C2E0BB5EB,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,450,1
3D9.1C2E0BB612,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,106,1
3D9.1C2E0BB7A3,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/16/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
3D9.1C2E0BB7FC,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,152,1
3D9.1C2E0BB81A,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/8/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
3D9.1C2E0BBE04,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,109,1
3D9.1C2E0BBF12,CGS-2023-271-MTT.xml,CGS - Charles Snow Projects,METHR - Methow River,9/28/2023,METHR - Methow River,9/28/2023,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
3D9.1C2E0BBF25,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,171,1
3D9.1C2E0BBFA2,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
3D9.1C2E0BC06F,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/3/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,510,1
3D9.1C2E0BC09D,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,104,1
3D9.1C2E0BC0BE,CGS-2023-045-001.xml,CGS - Charles Snow Projects,METHR - Methow River,2/15/2023,METHR - Methow River,2/15/2023,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,510,1
3D9.1C2E0BC0D1,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2E0BC0EF,CGS-2017-272-MBL.xml,CGS - Charles Snow Projects,METHR - Methow River,9/29/2017,"LOSTR - Lost River, Methow River Basin",9/29/2017,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,220,1
3D9.1C2E0BC113,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/7/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2E0BC16C,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,132,1
3D9.1C2E0BC173,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/3/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,1
3D9.1C2E0BC1FC,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/1/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
3D9.1C2E0BC203,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,102,1
3D9.1C2E0BC207,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/7/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,640,1
3D9.1C2E0BC21C,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,460,1
3D9.1C2E0BC22D,CGS-2023-271-MTT.xml,CGS - Charles Snow Projects,METHR - Methow River,9/29/2023,METHR - Methow River,9/29/2023,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,570,1
3D9.1C2E0BC33A,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/13/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,630,1
3D9.1C2E0BC39B,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/2/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
3D9.1C2E0BC3CA,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/7/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2E0BC5C9,CGS-2023-271-MTT.xml,CGS - Charles Snow Projects,METHR - Methow River,9/29/2023,METHR - Methow River,9/29/2023,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,425,1
3D9.1C2E0BC5DF,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/12/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,1
3D9.1C2E0BCBF0,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,720,1
3D9.1C2E0BCE46,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,101,1
3D9.1C2E0BCE56,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/6/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,560,1
3D9.1C2E0BCF3C,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/8/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,450,1
3D9.1C2E0BD01F,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,500,1
3D9.1C2E0BD0B9,CGS-2017-272-MBL.xml,CGS - Charles Snow Projects,METHR - Methow River,9/29/2017,"LOSTR - Lost River, Methow River Basin",9/29/2017,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,239,1
3D9.1C2E0BD116,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/9/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,490,1
3D9.1C2E0BD127,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/8/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,490,1
3D9.1C2E0BD13E,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,97,1
3D9.1C2E0BD185,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,97,1
3D9.1C2E0BD263,CGS-2020-042-HL1.xml,CGS - Charles Snow Projects,METHR - Methow River,3/15/2021,METHR - Methow River,3/15/2021,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,490,1
3D9.1C2E0BD2DE,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/12/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,430,1
3D9.1C2E0BD473,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2E0BDA06,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,110,1
3D9.1C2E0BDC93,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/5/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,450,1
3D9.1C2E0BDD13,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/17/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,1
3D9.1C2E0BDE3B,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/3/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,520,1
3D9.1C2E0BDE67,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/8/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,560,1
3D9.1C2E0BDEA5,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/13/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,1
3D9.1C2E0BDF76,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,108,1
3D9.1C2E0BE0FC,CGS-2017-272-MBL.xml,CGS - Charles Snow Projects,METHR - Methow River,9/29/2017,"LOSTR - Lost River, Methow River Basin",9/29/2017,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,172,1
3D9.1C2E0BE11E,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/9/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,630,1
3D9.1C2E0BE647,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/9/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,680,1
3D9.1C2E0BE8F2,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/1/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,550,1
3D9.1C2E0BE94A,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2E0BE9AF,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/9/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,590,1
3D9.1C2E0BE9DD,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/14/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,510,1
3D9.1C2E0BEA17,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,114,1
3D9.1C2E0BEA25,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/2/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
3D9.1C2E0BEB08,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,104,1
3D9.1C2E0BEB2F,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/3/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,580,1
3D9.1C2E0BEBB9,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/2/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,610,1
3D9.1C2E0BEDBC,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,98,1
3D9.1C2E0BF194,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/1/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,490,1
3D9.1C2E0BF1E6,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/7/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,630,1
3D9.1C2E0BF350,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/2/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2E0BF414,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,114,1
3D9.1C2E0BF481,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/18/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,490,1
3D9.1C2E0BF4D0,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,129,1
3D9.1C2E0BF53E,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,98,1
3D9.1C2E0BF572,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,470,1
3D9.1C2E0BF5AF,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/9/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,490,1
3D9.1C2E0BF6A3,CGS-2017-272-MBL.xml,CGS - Charles Snow Projects,METHR - Methow River,9/29/2017,"LOSTR - Lost River, Methow River Basin",9/29/2017,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,210,1
3D9.1C2E0BF6E6,CGS-2020-042-HL1.xml,CGS - Charles Snow Projects,METHR - Methow River,3/8/2021,METHR - Methow River,3/8/2021,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
3D9.1C2E0BF722,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/8/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,600,1
3D9.1C2E0BF83B,CGS-2017-272-MBL.xml,CGS - Charles Snow Projects,METHR - Methow River,9/29/2017,"LOSTR - Lost River, Methow River Basin",9/29/2017,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,252,1
3D9.1C2E0BFCDA,CGS-2023-271-MTT.xml,CGS - Charles Snow Projects,METHR - Methow River,9/28/2023,METHR - Methow River,9/28/2023,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,385,1
3D9.1C2E0BFCFF,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/17/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,900,1
3D9.1C2E0BFD72,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,104,1
3D9.1C2E0BFDC4,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/5/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,620,1
3D9.1C2E0BFFBB,CGS12160.TW2,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/8/2012,TWISPW - Twisp River Weir (WDFW),7/11/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,530,1
3D9.1C2E0BFFD4,CGS15283.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/10/2015,METHR - Methow River,10/10/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,148,1
3D9.1C2E0C0022,CGS14153.TW1,CGS - Charles Snow Projects,TWISPW - Twisp River Weir (WDFW),6/2/2014,TWISPW - Twisp River Weir (WDFW),7/7/2014,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,690,1
3D9.1C2E0C0121,CGS15281.GCR,CGS - Charles Snow Projects,METHR - Methow River,10/8/2015,METHR - Methow River,10/8/2015,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,107,1
3D9.239F83BA7D,CGS12293.KF1,CGS - Charles Snow Projects,METHR - Methow River,10/19/2012,METHR - Methow River,10/19/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,62,1
3D9.239F83BA82,CGS12293.KF1,CGS - Charles Snow Projects,METHR - Methow River,10/19/2012,METHR - Methow River,10/19/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,60,1
3D9.239F83BAE4,CGS12285.KFZ,CGS - Charles Snow Projects,METHR - Methow River,10/11/2012,METHR - Methow River,10/11/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,64,1
3D9.239F83BBF4,CGS13282.LFZ,CGS - Charles Snow Projects,TWISPR - Twisp River,10/9/2013,TWISPR - Twisp River,10/9/2013,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,64,1
3D9.239F83BF6A,CGS12130.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,5/9/2012,TWISPR - Twisp River,5/9/2012,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,183,1
3D9.239F83BFE3,CGS11091.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/1/2011,TWISPR - Twisp River,4/1/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,219,1
3D9.239F83C05A,CGS11091.LAI,CGS - Charles Snow Projects,TWISPR - Twisp River,4/1/2011,TWISPR - Twisp River,4/1/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,179,1
3D9.239F85D231,KDM11229.SC2,KDM - USGS Methow River Projects,METHR - Methow River,8/17/2011,METHR - Methow River,8/17/2011,7,Bull Trout,R,Resident,W,Wild Fish or Natural Production,55,1
